conversation_id_str,created_at,favorite_count,full_text,id_str,image_url,in_reply_to_screen_name,lang,location,quote_count,reply_count,retweet_count,tweet_url,user_id_str,username,cleaned_text
1761237070385979574,Sat Feb 24 03:50:14 +0000 2024,2,Dharma Pongrekun minta pemerintah waspadai perjanjian pandemic treaty https://t.co/eRe6AGKfUJ,1761237070385979574,,,in,NKRI,0,1,0,https://x.com/antaranews/status/1761237070385979574,18071520,antaranews,dharma pongrekun perintah waspada janji pandemic treaty
1844668024890314767,Fri Oct 11 09:15:04 +0000 2024,0,Dharma Pongrekun Sapa Warga Cipinang Dengar Aspirasi dan Bagikan Kartu Jakartaku Aman - https://t.co/UhzrfUDzVt https://t.co/pGc4kIUuYr,1844668024890314767,https://pbs.twimg.com/media/GZmTyv-aEAAx60N.jpg,,in,"Jakarta Selatan, DKI Jakarta",0,0,0,https://x.com/smartizen_/status/1844668024890314767,2714691272,smartizen_,dharma pongrekun sapa warga cipinang dengar aspirasi bagi kartu jakartaku aman
1824284505827578333,Fri Aug 16 03:18:14 +0000 2024,6721,Yang ANEH dari proses verifikasi Darma Pongrekun Cagub Jakarta jalur Independen : ️ Dharma Pongrekun TAK LOLOS di verifikasi faktual pertama oleh KPU karena hanya memperoleh 183.001 data dukungan pada 25 Juli 2024 ️ Tidak sampai sebulan kemudian (3 Minggu) Dharma https://t.co/3sZGix3zcf,1824284505827578333,https://pbs.twimg.com/media/GVEpFv-aEAAYnpJ.jpg,,in,"DKI Jakarta, Indonesia",185,576,2476,https://x.com/JhonSitorus_18/status/1824284505827578333,1102461866129776640,JhonSitorus_18,aneh proses verifikasi darma pongrekun cagub jakarta jalur independen dharma pongrekun lolos verifikasi faktual kpu oleh data dukung juli bulan minggu dharma
1840434398547808734,Sun Sep 29 16:52:08 +0000 2024,2,Rangkul Warga Kampung Bayam Jakarta Dharma Pongrekun Janji Beri Hunian Layak dan Lapangan Kerja https://t.co/LOpn31FmjS,1840434398547808734,,,in,Indonesia,0,1,0,https://x.com/KompasTV/status/1840434398547808734,71436318,KompasTV,rangkul warga kampung bayam jakarta dharma pongrekun janji huni layak lapang kerja
1857323141607121316,Fri Nov 15 07:21:59 +0000 2024,297,Ini adalah kemenangan untuk JRX Teluuur Siti Fadilah Supari dan Dharma Pongrekun yang dulu dibully karena menolak vaksin https://t.co/9oxxdbQ2Io,1857323141607121316,https://pbs.twimg.com/media/GcaJjROawAAAxzX.jpg,,in,,10,24,113,https://x.com/pureblood_4ever/status/1857323141607121316,1518715635618152449,pureblood_4ever,menang jrx teluuur siti fadilah supari dharma pongrekun dibully tolak vaksin
1824433745199501506,Fri Aug 16 13:11:15 +0000 2024,21,Yang jelas-jelas dukung Dharma Pongrekun dan kirim foto KTP malah gak nongol di situs KPU Sementara yang gak dukung malah nongol di situs KPU Fix ini sih cara buat ngejatuhin elektabilitas Dharma Pongrekun Supaya nanti gak ada yang milih waktu coblosan Pilgub Jakarta https://t.co/hf3o5L2iTK,1824433745199501506,https://pbs.twimg.com/media/GVGw0PaaEAAON4J.jpg,,in,,3,10,8,https://x.com/pureblood_4ever/status/1824433745199501506,1518715635618152449,pureblood_4ever,jelasjelas dukung dharma pongrekun kirim foto ktp gak nongol situs kpu gak dukung nongol situs kpu fix sih ngejatuhin elektabilitas dharma pongrekun gak milih coblos pilgub jakarta
1838481998299697679,Tue Sep 24 07:34:00 +0000 2024,1,Dharma Pongrekun-Kun Wardana bakal menggelar awal kampanye di titik nol Jakarta. Dia menyebut titik nol Jakarta berada di kawasan Sudirman. #detikPilkada https://t.co/87K55QnxS3,1838481998299697679,,,in,,0,1,0,https://x.com/detikcom/status/1838481998299697679,69183155,detikcom,dharma pongrekunkun wardana gelar kampanye titik nol jakarta sebut titik nol jakarta kawasan sudirman detikpilkada
1857371899472585108,Fri Nov 15 10:35:43 +0000 2024,0,jakarta yang aman bukan mimpi bersama dharma pongrekun #dharmakun #JakartakuAman #SelamatkanJiwaKeluargaKita,1857371899472585108,,,in,,0,0,0,https://x.com/akavivid/status/1857371899472585108,1849718065409425409,akavivid,jakarta aman mimpi dharma pongrekun dharmakun jakartakuaman selamatkanjiwakeluargakita
1798393267517866452,Wed Jun 05 16:35:42 +0000 2024,1,SUDAH diprediksi oleh KomJen Pol. (Purn.) Dr. (HC) Drs. Dharma Pongrekun M.M. M.H. dan drh. Moh. Indro Cahyono. CC: Bapak Presiden R.I. Ir. @jokowi @basuki_btp @AhokBasuki_btp @gibran_tweet @kaesangp @bobbynasution_,1798393267517866452,,,in,,0,0,0,https://x.com/Adv_ERAT/status/1798393267517866452,609620003,Adv_ERAT,prediksi komjen pol purn dr hc drs dharma pongrekun mm mh drh moh indro cahyono cc presiden ri ir jokowi basukibtp ahokbasukibtp gibrantweet kaesangp bobbynasution
1780058265226994106,Tue Apr 16 02:18:56 +0000 2024,350,#देवी_मां_को_ऐसे_करें_प्रसन्न Durga Maa is the mother of Brahma Vishnu Mahesh. And she was created by Kavir Dev or Kabir Saheb in the eternal place Satlok. And from there we come with her leaving our true father mistakenly. https://t.co/lNJ9HEwxqx,1780058265226994106,https://pbs.twimg.com/media/GLQJjXDbUAAYss2.jpg,,en,"Chhattisgarh, India",1,4,356,https://x.com/Antriksha_Das/status/1780058265226994106,1295657022948429824,Antriksha_Das,durga maa is the mother of brahma vishnu mahesh and she was created by kavir dev or kabir saheb in the eternal place satlok and from there we come with her leaving our true father mistakenly
